User_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Purchase
1000045,F,46-50,16,A,1,1,4325
1000045,F,46-50,16,A,1,1,4028
1000045,F,46-50,16,A,1,1,3432
1000045,F,46-50,16,A,1,1,3715
1000045,F,46-50,16,A,1,1,5352
1000045,F,46-50,16,A,1,1,1828
1000045,F,46-50,16,A,1,1,7159
1000046,M,18-25,19,C,4+,0,7614
1000046,M,18-25,19,C,4+,0,3978
1000046,M,18-25,19,C,4+,0,7478
1000047,M,18-25,4,C,4+,1,8043
1000047,M,18-25,4,C,4+,1,6912
1000048,M,26-35,4,B,3,1,4338
1000048,M,26-35,4,B,3,1,19352
1000048,M,26-35,4,B,3,1,11420
1000048,M,26-35,4,B,3,1,5897
1000048,M,26-35,4,B,3,1,15783
1000048,M,26-35,4,B,3,1,11396
1000048,M,26-35,4,B,3,1,5180
1000048,M,26-35,4,B,3,1,15549
1000048,M,26-35,4,B,3,1,8091
1000048,M,26-35,4,B,3,1,7001
1000048,M,26-35,4,B,3,1,1747
1000048,M,26-35,4,B,3,1,5252
1000048,M,26-35,4,B,3,1,15466
1000048,M,26-35,4,B,3,1,7781
1000048,M,26-35,4,B,3,1,15849
1000048,M,26-35,4,B,3,1,11430
1000048,M,26-35,4,B,3,1,11853
1000048,M,26-35,4,B,3,1,1446
1000048,M,26-35,4,B,3,1,3101
1000048,M,26-35,4,B,3,1,3694
1000048,M,26-35,4,B,3,1,3580
1000049,M,18-25,12,C,4+,1,9879
1000049,M,18-25,12,C,4+,1,10783
1000049,M,18-25,12,C,4+,1,13353
1000049,M,18-25,12,C,4+,1,11463
1000049,M,18-25,12,C,4+,1,7763
1000050,F,26-35,2,A,1,1,5878
1000050,F,26-35,2,A,1,1,5845
1000052,M,18-25,4,C,0,0,15244
1000052,M,18-25,4,C,0,0,19060
1000052,M,18-25,4,C,0,0,15772
1000052,M,18-25,4,C,0,0,8159
1000053,M,26-35,0,B,1,0,8637
1000053,M,26-35,0,B,1,0,19251
1000053,M,26-35,0,B,1,0,10021
1000053,M,26-35,0,B,1,0,15734
1000053,M,26-35,0,B,1,0,19416
1000053,M,26-35,0,B,1,0,5996
1000053,M,26-35,0,B,1,0,11937
1000053,M,26-35,0,B,1,0,15859
1000053,M,26-35,0,B,1,0,11793
1000053,M,26-35,0,B,1,0,13689
1000053,M,26-35,0,B,1,0,16306
1000053,M,26-35,0,B,1,0,19171
1000053,M,26-35,0,B,1,0,6931
1000053,M,26-35,0,B,1,0,12004
1000053,M,26-35,0,B,1,0,1752
1000053,M,26-35,0,B,1,0,10766
1000053,M,26-35,0,B,1,0,9856
1000053,M,26-35,0,B,1,0,8000
1000053,M,26-35,0,B,1,0,10038
1000053,M,26-35,0,B,1,0,8685
1000053,M,26-35,0,B,1,0,20474
1000053,M,26-35,0,B,1,0,7820
1000053,M,26-35,0,B,1,0,16477
1000054,M,51-55,1,C,4+,1,6198
1000056,M,36-45,20,C,0,1,5980
1000056,M,36-45,20,C,0,1,11370
1000056,M,36-45,20,C,0,1,9834
1000056,M,36-45,20,C,0,1,2012
1000057,M,18-25,19,C,2,0,12131
1000057,M,18-25,19,C,2,0,4290
1000058,M,26-35,2,B,3,0,15824
1000058,M,26-35,2,B,3,0,23603
1000058,M,26-35,2,B,3,0,13557
1000058,M,26-35,2,B,3,0,16420
1000058,M,26-35,2,B,3,0,8842
1000058,M,26-35,2,B,3,0,7959
1000058,M,26-35,2,B,3,0,6855
1000058,M,26-35,2,B,3,0,16579
1000058,M,26-35,2,B,3,0,5851
1000058,M,26-35,2,B,3,0,8147
1000059,F,51-55,1,B,4+,1,5899
1000059,F,51-55,1,B,4+,1,3993
1000059,F,51-55,1,B,4+,1,8084
1000059,F,51-55,1,B,4+,1,7159
1000059,F,51-55,1,B,4+,1,8007
1000059,F,51-55,1,B,4+,1,6141
1000059,F,51-55,1,B,4+,1,9695
1000059,F,51-55,1,B,4+,1,5900
1000059,F,51-55,1,B,4+,1,1432
1000059,F,51-55,1,B,4+,1,2074
1000059,F,51-55,1,B,4+,1,7864
1000059,F,51-55,1,B,4+,1,8784
1000060,M,51-55,1,C,1,1,2048
1000060,M,51-55,1,C,1,1,742
1000061,M,26-35,17,C,1,0,15365
1000062,F,36-45,3,A,1,0,5234
1000062,F,36-45,3,A,1,0,23792
1000062,F,36-45,3,A,1,0,15654
1000062,F,36-45,3,A,1,0,9844
1000062,F,36-45,3,A,1,0,16698
1000062,F,36-45,3,A,1,0,8599
1000062,F,36-45,3,A,1,0,8138
1000062,F,36-45,3,A,1,0,12422
1000062,F,36-45,3,A,1,0,7766
1000062,F,36-45,3,A,1,0,5284
1000062,F,36-45,3,A,1,0,7965
1000062,F,36-45,3,A,1,0,11279
1000063,M,18-25,4,C,2,0,5881
1000063,M,18-25,4,C,2,0,7552
1000063,M,18-25,4,C,2,0,2226
1000064,M,18-25,1,A,1,1,19462
1000065,M,36-45,12,C,2,1,13253
1000065,M,36-45,12,C,2,1,19409
1000065,M,36-45,12,C,2,1,9889
1000065,M,36-45,12,C,2,1,15628
1000065,M,36-45,12,C,2,1,7053
1000067,F,51-55,5,C,4+,1,8088
1000067,F,51-55,5,C,4+,1,9878
1000067,F,51-55,5,C,4+,1,7771
1000068,M,18-25,4,A,0,0,9938
1000068,M,18-25,4,A,0,0,11429
1000069,F,26-35,1,A,1,0,11715
1000069,F,26-35,1,A,1,0,7973
1000070,M,18-25,4,A,2,0,7076
1000071,M,26-35,14,A,0,1,11846
1000071,M,26-35,14,A,0,1,7908
1000071,M,26-35,14,A,0,1,5223
1000071,M,26-35,14,A,0,1,6996
1000072,F,46-50,0,B,1,1,15426
1000073,M,18-25,4,A,4+,0,15900
1000073,M,18-25,4,A,4+,0,11822
1000073,M,18-25,4,A,4+,0,7802
1000073,M,18-25,4,A,4+,0,15212
1000074,M,36-45,14,A,2,1,15581
1000074,M,36-45,14,A,2,1,12409
1000075,F,0-17,10,C,4+,0,13337
1000075,F,0-17,10,C,4+,0,12746
1000075,F,0-17,10,C,4+,0,5349
1000075,F,0-17,10,C,4+,0,16187
1000075,F,0-17,10,C,4+,0,16320
1000075,F,0-17,10,C,4+,0,11055
1000075,F,0-17,10,C,4+,0,11000
1000075,F,0-17,10,C,4+,0,10578
1000076,M,36-45,7,B,2,1,7909
1000076,M,36-45,7,B,2,1,15393
1000076,M,36-45,7,B,2,1,11867
1000076,M,36-45,7,B,2,1,5973
1000077,M,18-25,4,C,2,0,6909
1000077,M,18-25,4,C,2,0,5432
1000078,F,46-50,1,C,0,1,1720
1000078,F,46-50,1,C,0,1,6852
1000078,F,46-50,1,C,0,1,7061
1000078,F,46-50,1,C,0,1,8598
1000078,F,46-50,1,C,0,1,3624
1000078,F,46-50,1,C,0,1,6986
1000078,F,46-50,1,C,0,1,6862
1000079,F,46-50,0,A,1,0,15943
1000080,M,55+,1,C,3,1,9788
1000080,M,55+,1,C,3,1,9859
1000080,M,55+,1,C,3,1,8248
1000082,M,26-35,17,C,2,1,8162
1000082,M,26-35,17,C,2,1,8045
1000083,F,26-35,2,C,1,0,15584
1000083,F,26-35,2,C,1,0,8775
1000083,F,26-35,2,C,1,0,6889
1000083,F,26-35,2,C,1,0,11730
1000084,M,18-25,4,C,1,0,5315
1000084,M,18-25,4,C,1,0,3497
1000084,M,18-25,4,C,1,0,20595
1000085,M,18-25,4,C,1,0,5986
1000086,F,0-17,10,C,3,0,19283
1000086,F,0-17,10,C,3,0,19442
1000087,M,26-35,14,C,2,0,3847
1000087,M,26-35,14,C,2,0,4528
1000088,F,46-50,1,C,1,1,10022
1000088,F,46-50,1,C,1,1,7809
1000089,F,55+,9,C,1,1,8804
1000089,F,55+,9,C,1,1,1747
1000090,M,55+,13,C,1,0,6122
1000090,M,55+,13,C,1,0,7824
1000090,M,55+,13,C,1,0,7786
1000090,M,55+,13,C,1,0,6975
1000090,M,55+,13,C,1,0,15433
1000090,M,55+,13,C,1,0,3667
1000090,M,55+,13,C,1,0,11605
1000090,M,55+,13,C,1,0,6078
1000090,M,55+,13,C,1,0,1463
1000090,M,55+,13,C,1,0,2010
1000090,M,55+,13,C,1,0,7178
1000091,M,36-45,7,C,3,1,6013
1000091,M,36-45,7,C,3,1,8858
1000091,M,36-45,7,C,3,1,5252
1000092,F,18-25,4,B,1,0,7884
1000092,F,18-25,4,B,1,0,13400
1000092,F,18-25,4,B,1,0,2233
1000092,F,18-25,4,B,1,0,3545
1000092,F,18-25,4,B,1,0,5916
1000092,F,18-25,4,B,1,0,5780
1000092,F,18-25,4,B,1,0,5755
1000092,F,18-25,4,B,1,0,3126
1000092,F,18-25,4,B,1,0,2114
1000092,F,18-25,4,B,1,0,16416
1000092,F,18-25,4,B,1,0,3460
1000092,F,18-25,4,B,1,0,11449
1000093,M,26-35,17,B,1,1,7038
1000093,M,26-35,17,B,1,1,11031
1000093,M,26-35,17,B,1,1,13293
1000093,M,26-35,17,B,1,1,15895
1000093,M,26-35,17,B,1,1,8058
1000093,M,26-35,17,B,1,1,11754
1000093,M,26-35,17,B,1,1,12037
1000093,M,26-35,17,B,1,1,15479
1000093,M,26-35,17,B,1,1,15901
1000093,M,26-35,17,B,1,1,11533
1000093,M,26-35,17,B,1,1,11601
1000093,M,26-35,17,B,1,1,4251
1000093,M,26-35,17,B,1,1,3612
1000094,M,26-35,17,C,1,0,15482
1000095,M,46-50,0,C,4+,1,3746
1000095,M,46-50,0,C,4+,1,7857
1000096,F,26-35,16,C,2,1,5857
1000097,F,36-45,3,C,3,0,7040
1000097,F,36-45,3,C,3,0,7976
1000097,F,36-45,3,C,3,0,11670
1000097,F,36-45,3,C,3,0,6964
1000097,F,36-45,3,C,3,0,940
1000097,F,36-45,3,C,3,0,9956
1000097,F,36-45,3,C,3,0,7773
1000099,F,0-17,10,C,1,0,18982
1000099,F,0-17,10,C,1,0,10769
1000099,F,0-17,10,C,1,0,7821
1000099,F,0-17,10,C,1,0,2007
1000100,M,36-45,17,C,4+,0,7824
1000100,M,36-45,17,C,4+,0,12486
1000101,F,18-25,3,A,1,0,19464
1000101,F,18-25,3,A,1,0,19027
1000101,F,18-25,3,A,1,0,15871
1000102,M,36-45,19,C,3,0,9941
1000102,M,36-45,19,C,3,0,3829
1000102,M,36-45,19,C,3,0,7108
1000102,M,36-45,19,C,3,0,2028
1000102,M,36-45,19,C,3,0,8310
1000102,M,36-45,19,C,3,0,929
1000103,M,46-50,7,B,2,1,15827
1000103,M,46-50,7,B,2,1,15418
1000103,M,46-50,7,B,2,1,15801
1000105,M,46-50,12,C,1,1,6073
1000105,M,46-50,12,C,1,1,6975
1000105,M,46-50,12,C,1,1,11476
1000106,F,36-45,11,C,4+,0,7035
1000106,F,36-45,11,C,4+,0,8645
1000106,F,36-45,11,C,4+,0,19703
1000107,M,46-50,18,C,4+,0,17403
1000107,M,46-50,18,C,4+,0,3921
1000107,M,46-50,18,C,4+,0,5823
1000107,M,46-50,18,C,4+,0,12163
1000108,M,26-35,12,C,3,0,2021
1000109,M,46-50,15,C,1,1,19131
1000109,M,46-50,15,C,1,1,6863
1000109,M,46-50,15,C,1,1,7085
1000111,M,36-45,15,C,3,0,15351
1000111,M,36-45,15,C,3,0,5149
1000112,M,26-35,16,C,3,1,13575
1000113,M,18-25,12,C,2,0,19697
1000114,F,26-35,2,C,0,0,10930
1000114,F,26-35,2,C,0,0,1735
1000116,M,26-35,17,C,2,1,16171
1000116,M,26-35,17,C,2,1,15726
1000117,M,26-35,17,A,2,1,9756
1000117,M,26-35,17,A,2,1,8140
1000117,M,26-35,17,A,2,1,12009
1000117,M,26-35,17,A,2,1,5959
1000117,M,26-35,17,A,2,1,2018
1000117,M,26-35,17,A,2,1,7880
1000117,M,26-35,17,A,2,1,19446
1000117,M,26-35,17,A,2,1,8300
1000117,M,26-35,17,A,2,1,5415
1000117,M,26-35,17,A,2,1,2967
1000117,M,26-35,17,A,2,1,4543
1000117,M,26-35,17,A,2,1,1474
1000118,M,36-45,17,C,4+,0,8081
1000118,M,36-45,17,C,4+,0,9712
1000118,M,36-45,17,C,4+,0,15909
1000118,M,36-45,17,C,4+,0,15651
1000118,M,36-45,17,C,4+,0,8012
1000118,M,36-45,17,C,4+,0,11408
1000118,M,36-45,17,C,4+,0,15492
1000118,M,36-45,17,C,4+,0,9569
1000118,M,36-45,17,C,4+,0,5304
1000118,M,36-45,17,C,4+,0,6923
1000119,F,0-17,10,C,1,0,5277
1000119,F,0-17,10,C,1,0,7088
1000119,F,0-17,10,C,1,0,5597
1000119,F,0-17,10,C,1,0,15837
1000120,M,26-35,11,C,0,0,16128
1000121,M,36-45,7,C,2,0,3627
1000122,F,18-25,4,C,1,0,4530
1000123,M,36-45,9,B,4+,1,3639
1000123,M,36-45,9,B,4+,1,5314
1000123,M,36-45,9,B,4+,1,12111
1000123,M,36-45,9,B,4+,1,19586
1000123,M,36-45,9,B,4+,1,18971
1000123,M,36-45,9,B,4+,1,16456
1000123,M,36-45,9,B,4+,1,13009
1000123,M,36-45,9,B,4+,1,15181
1000123,M,36-45,9,B,4+,1,16379
1000123,M,36-45,9,B,4+,1,6187
1000123,M,36-45,9,B,4+,1,16446
1000123,M,36-45,9,B,4+,1,7810
1000123,M,36-45,9,B,4+,1,8143
1000123,M,36-45,9,B,4+,1,4018
1000123,M,36-45,9,B,4+,1,11971
1000124,M,55+,7,C,1,1,7904
1000125,M,46-50,14,B,3,1,4497
1000125,M,46-50,14,B,3,1,16498
1000125,M,46-50,14,B,3,1,19234
1000125,M,46-50,14,B,3,1,19064
1000125,M,46-50,14,B,3,1,11647
1000126,M,18-25,9,B,1,0,23233
1000126,M,18-25,9,B,1,0,3638
1000127,F,46-50,3,C,1,1,5886
1000127,F,46-50,3,C,1,1,17320
1000127,F,46-50,3,C,1,1,5332
1000127,F,46-50,3,C,1,1,7890
1000129,M,26-35,11,C,2,0,15383
1000129,M,26-35,11,C,2,0,15641
1000129,M,26-35,11,C,2,0,5298
1000129,M,26-35,11,C,2,0,15525
1000130,M,36-45,17,B,3,1,3688
1000130,M,36-45,17,B,3,1,2209
1000130,M,36-45,17,B,3,1,19706
1000130,M,36-45,17,B,3,1,15907
1000130,M,36-45,17,B,3,1,15244
1000130,M,36-45,17,B,3,1,19304
1000130,M,36-45,17,B,3,1,19240
1000130,M,36-45,17,B,3,1,19559
1000130,M,36-45,17,B,3,1,15744
1000131,M,18-25,4,C,4+,0,6886
1000131,M,18-25,4,C,4+,0,8075
1000131,M,18-25,4,C,4+,0,8801
1000131,M,18-25,4,C,4+,0,5936
1000131,M,18-25,4,C,4+,0,5945
1000131,M,18-25,4,C,4+,0,5418
1000131,M,18-25,4,C,4+,0,6896
1000131,M,18-25,4,C,4+,0,8127
1000132,M,26-35,17,C,1,0,8709
1000132,M,26-35,17,C,1,0,8678
1000132,M,26-35,17,C,1,0,5463
1000132,M,26-35,17,C,1,0,8751
1000133,F,26-35,0,C,1,1,6954
1000133,F,26-35,0,C,1,1,9972
1000133,F,26-35,0,C,1,1,7041
1000133,F,26-35,0,C,1,1,7797
1000134,M,26-35,0,C,3,1,3622
1000134,M,26-35,0,C,3,1,15783
1000134,M,26-35,0,C,3,1,3843
1000135,M,18-25,4,C,1,1,16241
1000135,M,18-25,4,C,1,1,19146
1000135,M,18-25,4,C,1,1,3709
1000136,M,18-25,2,B,3,0,8850
1000136,M,18-25,2,B,3,0,4304
1000136,M,18-25,2,B,3,0,7031
1000136,M,18-25,2,B,3,0,1754
1000136,M,18-25,2,B,3,0,3613
1000136,M,18-25,2,B,3,0,7092
1000136,M,18-25,2,B,3,0,16709
1000136,M,18-25,2,B,3,0,5596
1000136,M,18-25,2,B,3,0,8224
1000136,M,18-25,2,B,3,0,5289
1000136,M,18-25,2,B,3,0,5228
1000137,F,46-50,6,C,4+,1,8126
1000137,F,46-50,6,C,4+,1,11446
1000137,F,46-50,6,C,4+,1,15739
1000137,F,46-50,6,C,4+,1,11809
1000137,F,46-50,6,C,4+,1,11814
1000137,F,46-50,6,C,4+,1,6938
1000137,F,46-50,6,C,4+,1,8066
1000138,M,18-25,20,C,1,1,19391
1000138,M,18-25,20,C,1,1,12146
1000138,M,18-25,20,C,1,1,19977
1000139,F,26-35,20,C,2,0,8314
1000139,F,26-35,20,C,2,0,21002
1000139,F,26-35,20,C,2,0,9746
1000139,F,26-35,20,C,2,0,15239
1000139,F,26-35,20,C,2,0,8778
1000139,F,26-35,20,C,2,0,23595
1000139,F,26-35,20,C,2,0,19117
1000139,F,26-35,20,C,2,0,15688
1000139,F,26-35,20,C,2,0,15311
1000139,F,26-35,20,C,2,0,19621
1000139,F,26-35,20,C,2,0,1558
1000140,F,36-45,1,B,3,0,3843
1000142,M,26-35,7,A,2,0,5267
1000142,M,26-35,7,A,2,0,4072
1000142,M,26-35,7,A,2,0,20214
1000142,M,26-35,7,A,2,0,12025
1000143,M,18-25,3,C,0,0,7170
1000143,M,18-25,3,C,0,0,19662
1000143,M,18-25,3,C,0,0,6951
1000145,M,18-25,4,C,4+,0,16772
1000145,M,18-25,4,C,4+,0,9756
1000145,M,18-25,4,C,4+,0,2159
1000146,F,36-45,20,B,3,1,15659
1000146,F,36-45,20,B,3,1,5247
1000146,F,36-45,20,B,3,1,12053
1000146,F,36-45,20,B,3,1,3489
1000146,F,36-45,20,B,3,1,16616
1000146,F,36-45,20,B,3,1,7968
1000146,F,36-45,20,B,3,1,2944
1000146,F,36-45,20,B,3,1,8057
1000146,F,36-45,20,B,3,1,15347
1000146,F,36-45,20,B,3,1,7110
1000146,F,36-45,20,B,3,1,9885
1000146,F,36-45,20,B,3,1,9832
1000146,F,36-45,20,B,3,1,7892
1000146,F,36-45,20,B,3,1,16813
1000146,F,36-45,20,B,3,1,5381
1000146,F,36-45,20,B,3,1,7055
1000146,F,36-45,20,B,3,1,6866
1000146,F,36-45,20,B,3,1,19177
1000146,F,36-45,20,B,3,1,8667
1000147,M,18-25,4,B,4+,0,19474
1000147,M,18-25,4,B,4+,0,11916
1000147,M,18-25,4,B,4+,0,7589
1000147,M,18-25,4,B,4+,0,9614
1000147,M,18-25,4,B,4+,0,15387
1000147,M,18-25,4,B,4+,0,20585
1000148,M,51-55,17,B,3,1,19031
1000148,M,51-55,17,B,3,1,15289
1000148,M,51-55,17,B,3,1,12101
1000148,M,51-55,17,B,3,1,15383
1000148,M,51-55,17,B,3,1,19608
1000148,M,51-55,17,B,3,1,1787
1000148,M,51-55,17,B,3,1,2318
1000148,M,51-55,17,B,3,1,8287
1000148,M,51-55,17,B,3,1,8812
1000148,M,51-55,17,B,3,1,7799
1000148,M,51-55,17,B,3,1,8657
1000148,M,51-55,17,B,3,1,5375
1000148,M,51-55,17,B,3,1,11715
1000148,M,51-55,17,B,3,1,2141
1000148,M,51-55,17,B,3,1,6053
1000148,M,51-55,17,B,3,1,5955
1000149,M,26-35,1,B,2,1,15969
1000149,M,26-35,1,B,2,1,6151
1000149,M,26-35,1,B,2,1,6018
1000149,M,26-35,1,B,2,1,6140
1000149,M,26-35,1,B,2,1,19091
1000149,M,26-35,1,B,2,1,16137
1000149,M,26-35,1,B,2,1,10024
1000149,M,26-35,1,B,2,1,7047
1000149,M,26-35,1,B,2,1,15571
1000149,M,26-35,1,B,2,1,9993
